trein_id,dienst_datum,traject,vertrek_station,aankomst_station,vertrek_uur
SPR2024,2024-01-07,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,5
SPR2006,2024-01-07,Eindhoven - Amersfoort,Eindhoven,Amersfoort,15
SPR2011,2024-01-07,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,7
IC1005,2024-01-07,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,16
SPR2020,2024-01-07,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,16
IC1001,2024-01-07,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,18
IC1033,2024-01-07,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,15
IC1035,2024-01-07,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,15
SPR2012,2024-01-07,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,6
SPR2022,2024-01-07,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,18
SPR2016,2024-01-07,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,20
IC1013,2024-01-08,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,11
IC1028,2024-01-08,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,18
IC1040,2024-01-08,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,11
SPR2028,2024-01-08,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,8
IC1031,2024-01-08,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,10
SPR2001,2024-01-08,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,6
IC1037,2024-01-08,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,12
SPR2022,2024-01-08,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,7
SPR2004,2024-01-08,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,21
IC1047,2024-01-08,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,12
IC1010,2024-01-08,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,19
SPR2009,2024-01-08,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,20
SPR2019,2024-01-08,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,17
IC1049,2024-01-08,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,12
IC1034,2024-01-08,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,10
IC1005,2024-01-08,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,5
SPR2025,2024-01-08,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,18
IC1036,2024-01-08,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,6
SPR2026,2024-01-08,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,13
IC1011,2024-01-08,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,8
IC1002,2024-01-08,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,9
IC1016,2024-01-08,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,14
SPR2006,2024-01-08,Amersfoort - Eindhoven,Amersfoort,Eindhoven,14
IC1004,2024-01-08,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,18
SPR2020,2024-01-08,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,6
IC1022,2024-01-08,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,14
SPR2007,2024-01-08,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,5
IC1032,2024-01-08,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,7
SPR2013,2024-01-08,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,6
IC1033,2024-01-08,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,8
SPR2027,2024-01-08,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,18
IC1024,2024-01-08,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,15
IC1042,2024-01-08,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,9
IC1018,2024-01-08,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,15
IC1039,2024-01-08,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,13
SPR2011,2024-01-08,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,11
IC1026,2024-01-08,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,21
IC1045,2024-01-08,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,8
IC1015,2024-01-08,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,7
SPR2008,2024-01-08,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,9
IC1005,2024-01-09,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,11
SPR2019,2024-01-09,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,9
SPR2003,2024-01-09,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,20
IC1049,2024-01-09,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,6
IC1030,2024-01-09,Amersfoort - Eindhoven,Amersfoort,Eindhoven,18
SPR2005,2024-01-09,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,22
IC1002,2024-01-09,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,6
IC1029,2024-01-09,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,6
SPR2006,2024-01-09,Amersfoort - Eindhoven,Amersfoort,Eindhoven,22
IC1015,2024-01-09,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,22
SPR2021,2024-01-09,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,18
IC1013,2024-01-09,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,11
SPR2000,2024-01-09,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,17
IC1024,2024-01-09,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,18
IC1019,2024-01-09,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,15
IC1006,2024-01-09,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,6
IC1043,2024-01-09,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,19
IC1011,2024-01-09,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,9
SPR2020,2024-01-09,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,11
IC1018,2024-01-09,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,12
IC1046,2024-01-09,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,9
IC1023,2024-01-09,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,14
IC1014,2024-01-09,Eindhoven - Amersfoort,Eindhoven,Amersfoort,18
SPR2026,2024-01-09,Eindhoven - Amersfoort,Eindhoven,Amersfoort,17
SPR2015,2024-01-09,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,16
IC1021,2024-01-09,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,15
IC1026,2024-01-09,Amersfoort - Eindhoven,Amersfoort,Eindhoven,19
IC1007,2024-01-09,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,7
IC1036,2024-01-09,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,12
IC1022,2024-01-09,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,17
SPR2010,2024-01-09,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,18
IC1027,2024-01-09,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,8
IC1042,2024-01-09,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,21
SPR2023,2024-01-09,Eindhoven - Amersfoort,Eindhoven,Amersfoort,10
IC1032,2024-01-09,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,17
SPR2016,2024-01-09,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,21
SPR2027,2024-01-09,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,17
IC1000,2024-01-09,Amersfoort - Eindhoven,Amersfoort,Eindhoven,19
IC1008,2024-01-09,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,20
SPR2013,2024-01-09,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,22
SPR2029,2024-01-10,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,7
IC1016,2024-01-10,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,16
SPR2001,2024-01-10,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,8
SPR2020,2024-01-10,Amersfoort - Eindhoven,Amersfoort,Eindhoven,5
SPR2024,2024-01-10,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,15
SPR2014,2024-01-10,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,18
IC1028,2024-01-10,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,9
IC1014,2024-01-10,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,20
SPR2011,2024-01-10,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,19
SPR2007,2024-01-10,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,21
IC1031,2024-01-10,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,18
IC1007,2024-01-10,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,18
IC1001,2024-01-10,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,21
IC1026,2024-01-10,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,12
IC1037,2024-01-10,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,11
SPR2025,2024-01-10,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,9
SPR2005,2024-01-10,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,13
IC1022,2024-01-10,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,19
SPR2017,2024-01-10,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,6
IC1017,2024-01-10,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,15
IC1047,2024-01-10,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,12
IC1010,2024-01-10,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,8
SPR2010,2024-01-10,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,15
IC1044,2024-01-10,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,17
IC1008,2024-01-10,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,9
IC1011,2024-01-10,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,6
SPR2002,2024-01-10,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,13
IC1012,2024-01-10,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,16
SPR2028,2024-01-10,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,16
IC1033,2024-01-10,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,7
IC1039,2024-01-10,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,5
IC1032,2024-01-10,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,19
IC1015,2024-01-10,Eindhoven - Amersfoort,Eindhoven,Amersfoort,20
IC1009,2024-01-10,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,19
IC1013,2024-01-10,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,6
SPR2008,2024-01-10,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,10
SPR2006,2024-01-10,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,7
IC1006,2024-01-10,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,19
IC1027,2024-01-10,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,18
IC1021,2024-01-10,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,13
IC1014,2024-01-11,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,5
IC1028,2024-01-11,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,19
SPR2009,2024-01-11,Eindhoven - Amersfoort,Eindhoven,Amersfoort,12
SPR2027,2024-01-11,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,8
SPR2020,2024-01-11,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,17
IC1000,2024-01-11,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,13
IC1009,2024-01-11,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,16
IC1049,2024-01-11,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,14
IC1048,2024-01-11,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,7
SPR2005,2024-01-11,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,21
IC1017,2024-01-11,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,21
IC1012,2024-01-11,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,11
IC1004,2024-01-11,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,15
SPR2013,2024-01-11,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,13
IC1023,2024-01-11,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,13
IC1033,2024-01-11,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,17
SPR2004,2024-01-11,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,12
IC1011,2024-01-11,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,5
IC1020,2024-01-11,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,12
IC1040,2024-01-11,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,17
IC1015,2024-01-11,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,8
SPR2003,2024-01-11,Amersfoort - Eindhoven,Amersfoort,Eindhoven,19
SPR2010,2024-01-11,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,19
IC1036,2024-01-11,Eindhoven - Amersfoort,Eindhoven,Amersfoort,14
IC1030,2024-01-11,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,18
IC1001,2024-01-11,Amersfoort - Eindhoven,Amersfoort,Eindhoven,11
IC1007,2024-01-11,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,6
IC1031,2024-01-11,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,6
IC1026,2024-01-11,Amersfoort - Eindhoven,Amersfoort,Eindhoven,5
IC1003,2024-01-11,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,21
IC1042,2024-01-11,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,15
IC1038,2024-01-11,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,13
SPR2019,2024-01-11,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,7
IC1010,2024-01-11,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,12
IC1043,2024-01-11,Amersfoort - Eindhoven,Amersfoort,Eindhoven,8
SPR2016,2024-01-11,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,9
IC1032,2024-01-11,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,19
SPR2025,2024-01-11,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,22
SPR2017,2024-01-11,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,15
IC1016,2024-01-11,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,6
IC1046,2024-01-12,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,12
SPR2022,2024-01-12,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,6
IC1027,2024-01-12,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,15
SPR2011,2024-01-12,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,16
SPR2004,2024-01-12,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,20
IC1043,2024-01-12,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,8
SPR2006,2024-01-12,Amersfoort - Eindhoven,Amersfoort,Eindhoven,19
SPR2020,2024-01-12,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,22
IC1032,2024-01-12,Eindhoven - Amersfoort,Eindhoven,Amersfoort,22
IC1024,2024-01-12,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,8
SPR2012,2024-01-12,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,12
IC1015,2024-01-12,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,5
IC1007,2024-01-12,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,19
IC1019,2024-01-12,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,22
IC1000,2024-01-12,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,14
SPR2027,2024-01-12,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,7
IC1037,2024-01-12,Amersfoort - Eindhoven,Amersfoort,Eindhoven,22
IC1006,2024-01-12,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,11
IC1010,2024-01-12,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,5
IC1048,2024-01-12,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,13
IC1023,2024-01-12,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,12
IC1011,2024-01-12,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,8
IC1013,2024-01-12,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,17
IC1020,2024-01-12,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,10
IC1040,2024-01-12,Eindhoven - Amersfoort,Eindhoven,Amersfoort,20
SPR2019,2024-01-12,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,17
IC1039,2024-01-12,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,18
IC1035,2024-01-12,Amersfoort - Eindhoven,Amersfoort,Eindhoven,11
IC1001,2024-01-12,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,17
IC1009,2024-01-12,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,21
IC1002,2024-01-12,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,22
IC1018,2024-01-12,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,19
SPR2029,2024-01-12,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,12
IC1038,2024-01-12,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,6
IC1033,2024-01-12,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,16
SPR2009,2024-01-12,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,22
IC1004,2024-01-12,Eindhoven - Amersfoort,Eindhoven,Amersfoort,13
SPR2026,2024-01-12,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,15
IC1021,2024-01-12,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,6
IC1031,2024-01-12,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,17
SPR2015,2024-01-13,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,17
SPR2017,2024-01-13,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,16
SPR2003,2024-01-13,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,10
SPR2021,2024-01-13,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,7
IC1033,2024-01-13,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,16
IC1004,2024-01-13,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,8
IC1037,2024-01-13,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,20
SPR2018,2024-01-13,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,14
IC1025,2024-01-13,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,11
IC1002,2024-01-13,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,11
SPR2008,2024-01-13,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,8
SPR2026,2024-01-13,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,15
IC1035,2024-01-13,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,8
IC1014,2024-01-13,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,6
IC1007,2024-01-13,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,8
IC1026,2024-01-13,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,22
SPR2002,2024-01-13,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,16
IC1047,2024-01-13,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,17
IC1049,2024-01-13,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,12
SPR2010,2024-01-13,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,21
IC1031,2024-01-13,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,13
IC1000,2024-01-13,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,9
SPR2028,2024-01-13,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,5
IC1021,2024-01-13,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,18
SPR2022,2024-01-13,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,17
IC1005,2024-01-13,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,12
IC1040,2024-01-13,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,20
SPR2001,2024-01-13,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,16
IC1015,2024-01-13,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,20
IC1001,2024-01-13,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,15
IC1030,2024-01-13,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,10
SPR2027,2024-01-13,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,16
SPR2013,2024-01-13,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,21
IC1044,2024-01-13,Amersfoort - Eindhoven,Amersfoort,Eindhoven,12
SPR2012,2024-01-13,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,8
IC1006,2024-01-13,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,22
IC1039,2024-01-13,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,14
IC1013,2024-01-13,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,15
IC1017,2024-01-13,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,12
IC1034,2024-01-13,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,7
IC1001,2024-01-14,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,7
IC1041,2024-01-14,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,17
SPR2008,2024-01-14,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,10
IC1030,2024-01-14,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,10
